OID|ACCT_TYPE|NAME|TOTAL|PAST_DUE_90|PAST_DUE_180|LIQUIDATED|RPT_ID
69830|102|All Other Accounts|3584||||534813
69831|102|All Other Accounts|8068||||534817
69832|101|NONE|0|0|0|0|534823
69833|102|All Other Accounts|0|0|0|0|534823
69834|101|NONE|0|0|0|0|534826
69835|102|All Other Accounts|0|0|0|0|534826
69836|102|All Other Accounts|1236||||534827
69837|101|Accounts payable - operating|32593||||534828
69838|102|All Other Accounts|||||534828
69839|102|All Other Accounts|0|0|0|0|534829
69840|102|All Other Accounts|184210|0|0|0|534831
69841|102|All Other Accounts|30306||||534833
69842|102|All Other Accounts|25953|0|0|0|534835
69843|102|All Other Accounts|190806|0|0|0|534837
69844|101|NONE|0|0|0|0|534839
69845|102|All Other Accounts|||||534839
69848|102|All Other Accounts|0||||534853
69849|102|All Other Accounts|1218||||534854
69850|102|All Other Accounts|||||534858
69851|102|All Other Accounts|326639|0|0|0|534859
69852|102|All Other Accounts|431641||||534860
69853|101|Local 190 Welfare Fund|12576|4192|||534863
69854|101|Local 190 Pension Fund|16608|5536|||534863
69855|102|All Other Accounts|74179||||534863
69856|102|All Other Accounts|10949|0|0|0|534864
69857|102|All Other Accounts|||||534867
69858|102|All Other Accounts|476343|0|0|0|534869
69859|102|All Other Accounts|||||534871
69860|102|All Other Accounts|0|0|0|0|534874
69861|102|All Other Accounts|3493||||534877
69862|102|All Other Accounts|0|0|||534880
69863|102|All Other Accounts|10153||||534881
69864|101|None|0|0|0|0|534882
69865|102|All Other Accounts|0|0|0|0|534882
69866|101|United Brotherhood of Carpenters (Parent)|17609|0|0|0|534883
69867|101|(The information on this page is for disclosure|0|0|0|0|534883
69868|101|purposes only.  It was not subjected to audit.)|0|0|0|0|534883
69869|102|All Other Accounts|5592|0|0|0|534883
69870|101|Training fees|25678|0|0|0|534886
69871|101|Per Capita Tax|8464|0|0|0|534886
69872|101|Travel expenses|3952|0|0|0|534886
69873|101|Due to National Pension|1600|0|0|0|534886
69874|101|Due to Health and Welfare|2368|0|0|0|534886
69875|101|Postage and delivery charges|588|0|0|0|534886
69876|101|Tri-State payment due|600|0|0|0|534886
69877|101|Bell South Telephone|534|0|0|0|534886
69878|101|Water, electricity and natural gas|458|0|0|0|534886
69879|101|Other miscellaneous payables|2012|0|0|0|534886
69880|102|All Other Accounts|0|0|0|0|534886
69881|102|All Other Accounts|35324||||534889
69882|102|All Other Accounts|12612|0|0|0|534890
69883|101|UNITED BROTHERHOOD OF CARPENTERS|8265||||534891
69884|101|NO CA CARPENTERS REGIONAL COUNCIL|16382||||534891
69885|102|All Other Accounts|15492||||534891
69886|102|All Other Accounts|30627||||534892
69887|102|All Other Accounts|60237||||534893
69888|102|All Other Accounts|||||534897
69889|102|All Other Accounts|0|0|0|0|534898
69890|101|United Brotherhood of Carpenters-Per Capita|15197||||534901
69891|101|American Express|3650||||534901
69892|101|CLIC Funds Withheld from Payroll|671||||534901
69893|102|All Other Accounts|||||534901
69894|102|All Other Accounts|||||534902
69895|101|Total from all other accounts payable|46672|0|0|0|534904
69896|102|All Other Accounts|0|0|0|0|534904
69897|102|All Other Accounts|0|0|0|0|534905
69898|102|All Other Accounts|0|0|0|0|534906
69899|102|All Other Accounts|||||534907
69900|102|All Other Accounts|5879||||534909
69901|102|All Other Accounts|15119|0|0|0|534915
69902|101|UBCJA - Per Capita International|19372||||534917
69903|101|Southwest Carpenters Regional Council - Bldn|7666||||534917
69904|101|Southwest Carpenters Pension Trust Fund|1087||||534917
69905|101|Southwest Carpenters Health & Welfare Trust|1545||||534917
69906|101|Southwest Regional Council - Contract Admin|784||||534917
69907|101|Southwest Regional Council - Legal Fund|659||||534917
69908|101|Southwest Carpenters Trust - Rental|10175||||534917
69909|101|Donations to Members|1500||||534917
69910|102|All Other Accounts|||||534917
69911|101|UNITED BROTHERHOOD OF CARPENTERS|14089||||534920
69912|101|NO CA CARPENTERS REGIONAL COUNCIL|40635||||534920
69913|102|All Other Accounts|3364||||534920
69914|101|American Express|16447||||534923
69915|101|McDonald, Lamond and Canzoneri|73015||||534923
69916|101|Staples|5886||||534923
69917|101|Red Thread Spaces|10370||||534923
69918|101|Adventures in Advertising|6321||||534923
69919|101|Sprint|6108||||534923
69920|101|The Segal Company|23347||||534923
69921|101|Brigham and Women's Professional Chapter|8699||||534923
69922|101|Anderson Robbins Research|14000||||534923
69923|101|Cohen Weiss and Simon|6195||||534923
69924|101|Sullivan and McDermott|5000||||534923
69925|101|City of Haverhill|50000||||534923
69926|101|St. Elizabeth's Local Unit|39154||||534923
69927|101|Brockton Hospital Professional Chapter|44733||||534923
69928|101|Tufts Local Unit|75699||||534923
69929|101|Bay State Franklin Local Unit|10080||||534923
69930|102|All Other Accounts|129321||||534923
69932|102|All Other Accounts|44196||||534925
69933|102|All Other Accounts|0|0|0|0|534926
69934|102|All Other Accounts|0|0|0|0|534929
69935|101|FIRST CITIZENS VISA CARD PAYABLE|1780||||534936
69936|102|All Other Accounts|||||534936
69937|102|All Other Accounts|||||534944
69938|102|All Other Accounts|3308|0|0|0|534945
69939|102|All Other Accounts|56835|0|0|0|534946
69940|101|B/M INTERNATIONAL CONTRUCTION DIV|68627||||534958
69941|101|B/M INTERNATIONAL HEALTH & WELFARE|7869||||534958
69942|101|B/M INTERNATIONAL PENSION|27129||||534958
69943|101|B/M INTERNATIONAL PURCHASE OF RECEIPT|13119||||534958
69944|101|BELO SALES & SERVICE|7687||||534958
69945|102|All Other Accounts|20969||||534958
69946|102|All Other Accounts|0|0|0|0|534959
69947|101|Payroll withholdings|6285||||534960
69948|102|All Other Accounts|||||534960
69949|102|All Other Accounts|0|0|0|0|534963
69950|101|IBEW INTERNATIONAL DUES|34193||||534966
69951|101|ACCRUED PAYROLL|6059||||534966
69952|102|All Other Accounts|||||534966
69953|101|All Ways Travel|6337|0|0|0|534967
69954|101|Centurylink Business Services|10466|0|0|0|534967
69955|101|Cenveo Graphic Arts Center|11524|0|0|0|534967
69956|101|Chuck Bolland Productions|8575|0|0|0|534967
69957|101|Union Travel MasterCard|5627|0|0|0|534967
69958|102|All Other Accounts|55825|0|0|0|534967
69959|101|NONE ITEMIZED|0|0|0|0|534968
69960|102|All Other Accounts|0|0|0|0|534968
69961|102|All Other Accounts|0||||534969
69962|102|All Other Accounts|67796||||534972
69963|102|All Other Accounts|46841|0|0|0|534977
69964|102|All Other Accounts|930865||||534978
69965|102|All Other Accounts|35690||||534979
69966|102|All Other Accounts|||||534980
69967|102|All Other Accounts|||||534984
69968|102|All Other Accounts|||||535003
69969|102|All Other Accounts|48923||||535006
69970|101|Current Accounts Payable|15592||||535013
69971|101|KY State Rebates Payable|22354||||535013
69972|101|Accrued Accounts Payable|8681||||535013
69973|101|Accrued Payroll Payable|22772||||535013
69974|101|AFSCME International June PCT|69752||||535013
69975|101|AFSCME Local Union  June 2013  Rebates Payable|28058||||535013
69976|101|Wishard Insurance-June 2013 Payable|6151||||535013
69977|102|All Other Accounts|||||535013
69978|102|All Other Accounts|||||535018
69979|102|All Other Accounts|||||535024
69980|102|All Other Accounts|||||535026
69981|102|All Other Accounts|||||535028
69982|102|All Other Accounts|||||535048
69983|102|All Other Accounts|||||535052
69986|101|International Headquarters Payable|6861||||535053
69984|101|Chase Visa Card|658||||535053
69985|101|Gas Card|535||||535053
69987|101|Due to Affiliate|78||||535053
69988|102|All Other Accounts|||||535053
69989|101|Ironworkers Local #808 Combind Account|9350||||535061
69990|101|Ironworkers LU & DC Pension |6401||||535061
69991|102|All Other Accounts|6804||||535061
69992|101|NONE|0|0|0|0|535063
69993|102|All Other Accounts|0|0|0|0|535063
69994|101|NO CA CARPENTERS REGIONAL COUNCIL|105281||||535064
69995|101|UNITED BROTHERHOOD OF CARPENTERS|7571||||535064
69996|102|All Other Accounts|11627||||535064
69997|101|UA PER CAPITA TAX|59708|0|0|0|535066
69998|101|MI BUILDING TRADES COUNCIL|8400|0|0|0|535066
69999|102|All Other Accounts|||||535066
70000|102|All Other Accounts|30473||||535068
70001|101|UNITED BROTHERHOOD OF CARPENTERS|21028||||535072
70002|101|NO CA CARPENTERS REGIONAL COUNCIL|10522||||535072
70003|102|All Other Accounts|4230|0|0|0|535072
70004|102|All Other Accounts|||||535074
70005|102|All Other Accounts|||||535076
70006|102|All Other Accounts|34883||||535078
70007|101|NONE|0|0|0|0|535079
70008|102|All Other Accounts|0|0|0|0|535079
70009|102|All Other Accounts|14932||||535086
70010|102|All Other Accounts|9083||||535093
70011|101|NONE|0|0|0|0|535094
70012|102|All Other Accounts|0|0|0|0|535094
70013|102|All Other Accounts|740982||||535095
70014|102|All Other Accounts|||||535098
70015|101|NONE|0|0|0|0|535115
70016|102|All Other Accounts|0|0|0|0|535115
70017|101|NONE|0|0|0|0|535124
70018|102|All Other Accounts|0|0|0|0|535124
70019|101|IRON WORKERS TN VALLEY BENEFITS|3433||||535126
70020|101|IRON WORKERS LU AND DC PENSION|2916||||535126
70021|101|GENERAL TREASURER PER CAPITA|7120||||535126
70022|101|DISTRICT COUNCIL PER CAPITA|996||||535126
70023|102|All Other Accounts|0|0|0|0|535126
70024|102|All Other Accounts|135896||||535143
70025|102|All Other Accounts|||||535151
70026|102|All Other Accounts|139227||||535153
70027|101|NONE|0|0|0|0|535157
70028|102|All Other Accounts|0|0|0|0|535157
70029|101|Int'l LU & DC Pension|25144||||535158
70030|101|IWDC of NE Welfare Fund|33249||||535158
70031|102|All Other Accounts|7225||||535158
70032|101|NONE|0|0|0|0|535159
70033|102|All Other Accounts|0|0|0|0|535159
70034|101|NONE|0|0|0|0|535162
70035|102|All Other Accounts|0|0|0|0|535162
70036|101|International Brotherhood of Electrical Workers|7653|0|0|0|535163
70037|102|All Other Accounts|8416|0|0|0|535163
70038|102|All Other Accounts|0|0|0|0|535164
70039|102|All Other Accounts|||||535167
70040|102|All Other Accounts|239925||||535170
70041|102|All Other Accounts|0|0|||535172
70042|102|All Other Accounts|||||535174
70043|101|NONE|0|0|0|0|535180
70044|102|All Other Accounts|0|0|0|0|535180
70045|101|Accounts payable|68631||||535181
70046|102|All Other Accounts|||||535181
70047|101|Accounts Payable Trade|52015||||535183
70048|102|All Other Accounts|0||||535183
70049|102|All Other Accounts|||||535188
70050|102|All Other Accounts|386025||||535189
70051|102|All Other Accounts|||||535191
70052|101|BM HEALTH & WELFARE FUND|8022||||535206
70053|101|BM NATIONAL PENSION TRUST|17474||||535206
70054|101|INT'L BROTHERHOOD BOILERMAKERS|10232||||535206
70055|101|IST CONSTRUCTION DIVISION FUND|16991||||535206
70056|102|All Other Accounts|15955||||535206
70057|102|All Other Accounts|0|0|0|0|535210
70060|101|NONE|0|0|0|0|535212
70061|102|All Other Accounts|0|0|0|0|535212
70062|102|All Other Accounts|||||535213
70063|101|Laborers International Union of North America|14262||||535216
70064|101|Southeast Laborers|5520||||535216
70065|102|All Other Accounts|11722||||535216
70066|101|PNC Bank Credit Card|19891||19891||535224
70067|101|UA Local Union Officers Pension|31258||31258||535224
70068|101|United Association|12985||12985||535224
70069|101|Due to Other  Funds|38134||38134||535224
70070|101|Davidspn & Company|4202||4202||535224
70071|102|All Other Accounts|||||535224
70072|102|All Other Accounts|0|0|0|0|535226
70073|102|All Other Accounts||||0|535227
70074|101|NONE|0|0|0|0|535229
70075|102|All Other Accounts|0|0|0|0|535229
70076|101|U.A.. INT'L - PER CAPITA TAXES|9669|0|0|0|535230
70077|101|LOCAL 188-PENSION,H&W,ANNUITY FRINGES|7650|0|0|0|535230
70078|101|U.A. INT'L TRAINING FUND|3391|0|0|0|535230
70079|101|PLUMB & PIPEFITTERS LOCAL 188 APPRENT FUND|20497|0|0|0|535230
70080|101|U.A. INT'L EDUCATION FUND|1669|0|0|0|535230
70081|101|VARIOUS SMALL VENDORS < $ 5,000|4625|0|0|0|535230
70082|102|All Other Accounts|||||535230
70083|102|All Other Accounts|94354||||535232
70084|102|All Other Accounts|||||535234
70085|102|All Other Accounts|13703||||535235
70086|101|NONE|0|0|0|0|535236
70087|102|All Other Accounts|0|0|0|0|535236
70088|101|PER CAPITA - NYC DISTRICT COUNCIL OF CARPENTERS|75776|0|0|0|535239
70089|101|PER CAPITA - UBCJA|82011|0|0|0|535239
70090|101|SOLOMON PAGE GROUP LLC|2898|0|0|0|535239
70091|101|AJRIEF|1082|0|0|0|535239
70092|101|MAGDALENA SEPULVEDA|1085|0|0|0|535239
70093|101|WARREN COLLINS|1038|0|0|0|535239
70094|101|EDWARD HANOVER|1015|0|0|0|535239
70095|101|MICHAEL BURNS|1338|0|0|0|535239
70096|101|THOMAS SCANLON|1131|0|0|0|535239
70097|101|GAYTANO GIORDANO |2354|0|0|0|535239
70098|101|JOHN SMOKLA|738|0|0|0|535239
70099|101|FRANK SIRICO|1338|0|0|0|535239
70100|101|PETER SPORTIELLO|738|0|0|0|535239
70101|101|PATRICK GLYNN|1085|0|0|0|535239
70102|101|TANYA BALLARD|738|0|0|0|535239
70103|101|ELECTION MACHINE SERVICES|5470|0|0|0|535239
70104|101|MITCHELL SONNTAG|800|0|0|0|535239
70105|101|HERCULES REID|150|0|0|0|535239
70106|101|WILLIAM WALSH|200|0|0|0|535239
70107|101|GREGORY KELTY|375|0|0|0|535239
70108|101|NYCDC LONG TERM DISABILITY|57|0|0|0|535239
70109|101|NYC DISTRICT COUNCIL OF CARPENTERS ANNUITY FUND|879|0|0|0|535239
70110|102|All Other Accounts|||||535239
70111|101|Various current accounts payable|36217||||535240
70112|102|All Other Accounts|||||535240
70113|101|NONE|0|0|0|0|535241
70114|102|All Other Accounts|0|0|0|0|535241
70115|102|All Other Accounts|18998||||535242
70116|101|NONE|0|0|0|0|535244
70117|102|All Other Accounts|0|0|0|0|535244
70118|102|All Other Accounts|28939|0|0|0|535247
70119|101|NA|0|0|0|0|535249
70120|102|All Other Accounts|||||535249
70121|102|All Other Accounts|0|0|0|0|535253
70122|101|NONE|0|0|0|0|535254
70123|102|All Other Accounts|0|0|0|0|535254
70124|102|All Other Accounts|1398||||535255
70125|102|All Other Accounts|150773||||535256
70126|101|NOT APPLICABLE|0|0|0|0|535257
70127|102|All Other Accounts|||||535257
70128|101|Payroll Liabilities|1527||||535258
70129|102|All Other Accounts|||||535258
70130|102|All Other Accounts|||||535259
70131|102|All Other Accounts|||||535260
70132|102|All Other Accounts|||||535261
70135|102|All Other Accounts|||||535265
70136|101|PAYROLL TAXES|9551||||535267
70137|102|All Other Accounts|||||535267
70138|102|All Other Accounts|0|0|0|0|535269
70139|101|NONE|0|0|0|0|535270
70140|102|All Other Accounts|0|0|0|0|535270
70141|102|All Other Accounts|0|0|0|0|535274
70142|101|ROOFERS LOCAL UNION NO. 36|14124|779|12484|0|535275
70143|101|ROOFERS LOCAL UNION NO. 220|20235|0|19213|0|535275
70144|102|All Other Accounts|15367|0|7281|0|535275
70145|101|Benesch Friedlander|66667||||535276
70146|102|All Other Accounts|||||535276
70147|102|All Other Accounts|||||535277
70148|101|NONE|0|0|0|0|535278
70149|102|All Other Accounts|0|0|0|0|535278
70150|102|All Other Accounts|||||535279
70151|101|TOTAL FROM ALL OTHER ACCOUNTS PAY|6193|0|0|0|535282
70152|102|All Other Accounts|||||535282
70153|102|All Other Accounts|36843|0|0|0|535283
70154|101|D'ANGELO & SZOLLOSI|16967||||535284
70155|101|GOLDSTEIN GRAGEL LLC|11520||||535284
70156|102|All Other Accounts|||||535284
70157|102|All Other Accounts|0|0|0|0|535285
70158|102|All Other Accounts|7944||||535286
70159|102|All Other Accounts|||||535287
70160|102|All Other Accounts|||||535291
70161|102|All Other Accounts|0|0|0|0|535293
70162|102|All Other Accounts|2395128|0|0|0|535294
70163|101|FILLENWARTH & ASSOCIATES|2240||||535295
70164|101|GRAFFITI T SHIRTS|2736||||535295
70165|101|HUMPHREY PRINTING|1848||||535295
70166|102|All Other Accounts|0|0|0|0|535295
70167|102|All Other Accounts|556915||||535297
70168|102|All Other Accounts|0|0|0|0|535298
70169|102|All Other Accounts|||||535300
70170|102|All Other Accounts|1357||||535303
70171|102|All Other Accounts|92055||||535305
70172|102|All Other Accounts|||||535306
70173|102|All Other Accounts|||||535316
70174|102|All Other Accounts|6050||||535318
70175|102|All Other Accounts|18668||||535321
70176|102|All Other Accounts|0|0|0|0|535334
70177|101|GENERAL TREASURER|9762|0|0|0|535337
70178|102|All Other Accounts|17397|0|0|0|535337
70179|102|All Other Accounts|16580||||535340
70180|102|All Other Accounts|||||535341
70181|102|All Other Accounts|15093|0|0|0|535351
70182|102|All Other Accounts|||||535352
70183|102|All Other Accounts|12427||||535358
70185|101|IRONWORKERS GENERAL TREASURER|109573||||535373
70186|101|IRONWORKERS LOCAL NO. 25 FRINGE BENEFITS|73494||||535373
70187|101|IRONWORKERS LU&DC PENSION|17007||||535373
70188|101|MICHIGAN BUILDING & CONSTRUCTION TRADES COUNCIL|8514||||535373
70189|101|NORTH CENTRAL STATES DISTRICT COUNCIL|12250||||535373
70190|101|MCKNIGHT, MCCLOW, CANZANO & ASSOC|5690||||535373
70191|101|MICHIGAN SCREEN PRINT|3455||||535373
70192|101|DE-CAL, INC.|3208||||535373
70193|101|FRED'S LANDSCAPE|2800||||535373
70194|101|MISCELLANEOUS PAYABLES UNDER $2,500|17730||||535373
70195|102|All Other Accounts|||||535373
70203|102|All Other Accounts|||||535375
70204|102|All Other Accounts|108185||||535376
70205|101|VENDORS PAYABLE|18116||||535378
70206|102|All Other Accounts|||||535378
70207|102|All Other Accounts|65000||||535379
70208|102|All Other Accounts|||||535384
70209|101|UNITED BROTHERHOOD OF CARPENTERS|33696|0|0|0|535385
70210|101|NO CALIFORNIA CARPENTERS REGIONAL|21617|0|0|0|535385
70211|101|WEINBERG, ROGER & ROSENFELD|28500|0|0|0|535385
70212|102|All Other Accounts|22312|0|0|0|535385
70213|102|All Other Accounts|0|0|0|0|535387
70214|101|Iron Workers' International (General Treasurer)|10306||||535390
70215|102|All Other Accounts|||||535390
70216|101|Web Services|6896||||535394
70217|102|All Other Accounts|38735||||535394
70218|101|SERVICE BY MEDALION|8700||||535399
70219|101|NO CA CARPENTERS REGIONAL COUNCIL|13525||||535399
70220|101|UNITED BROTHERHOOD OF CARPENTERS|29493||||535399
70221|102|All Other Accounts|12120|0|0|0|535399
70222|102|All Other Accounts|41699||||535402
70223|102|All Other Accounts|428905|0|0|0|535403
70224|101|AMERICAN EXPRESS|9228||||535404
70225|101|GEORGIA BUILDING TRADES ACADEMY INC|17401||||535404
70226|102|All Other Accounts|0||||535404
70227|102|All Other Accounts|44947||||535405
70228|102|All Other Accounts|||||535407
70229|102|All Other Accounts|31846||||535409
70230|101|ACCOUNTS PAYABLE - UTILITIES, ETC|25203|0|0||535410
70231|102|All Other Accounts|0|0|0|0|535410
70232|102|All Other Accounts|21408|0|0|0|535413
70233|102|All Other Accounts|||||535414
70234|102|All Other Accounts|38661||||535421
70235|101|IW District Council So Oh Fringe Benefits Fund|8739||||535422
