OID|INV_TYPE|NAME|AMOUNT|RPT_ID
194403|703|Marketable Securities Total Cost||532473
194404|704|Marketable Securities Total BookValue||532473
194405|705|Other Investments Total Cost||532473
194406|706|Other Investments Total Book Value||532473
194419|703|Marketable Securities Total Cost|1753595|532476
194420|704|Marketable Securities Total BookValue|995251|532476
194421|701|General Electric Cap BK INC Retail 1.35 11/09/16|50248|532476
194422|701|American Express Centurion BK 2.7 08/19/13|50340|532476
194423|701|Ishares Russell 1000 Growth|48101|532476
194424|701|American National Insurance Annuity Contract|130086|532476
194425|701|Vanguard Short Term Bond|52709|532476
194426|705|Other Investments Total Cost|20000|532476
194427|706|Other Investments Total Book Value|20000|532476
194428|702|Labor Temple Investment|20000|532476
194458|703|Marketable Securities Total Cost|182370|532598
194459|704|Marketable Securities Total BookValue|182370|532598
194460|705|Other Investments Total Cost||532598
194461|706|Other Investments Total Book Value||532598
194479|703|Marketable Securities Total Cost||532637
194480|704|Marketable Securities Total BookValue||532637
194481|705|Other Investments Total Cost||532637
194482|706|Other Investments Total Book Value||532637
194505|703|Marketable Securities Total Cost|136251|532669
194506|704|Marketable Securities Total BookValue|136251|532669
194507|701|Franklin Templeton Global Bond Fund|21540|532669
194508|701|Franklin Templeton Income Fund|21301|532669
194509|701|Franklin Floating Rate Daily Access Fund|20016|532669
194510|701|Franklin US Govt Securities Fund|73394|532669
194511|705|Other Investments Total Cost||532669
194512|706|Other Investments Total Book Value||532669
194517|703|Marketable Securities Total Cost||532716
194518|704|Marketable Securities Total BookValue||532716
194519|705|Other Investments Total Cost||532716
194520|706|Other Investments Total Book Value|55558|532716
194521|702|SAL 497 Realty |55558|532716
194522|703|Marketable Securities Total Cost||532720
194523|704|Marketable Securities Total BookValue||532720
194524|705|Other Investments Total Cost||532720
194525|706|Other Investments Total Book Value||532720
194526|703|Marketable Securities Total Cost||532743
194527|704|Marketable Securities Total BookValue||532743
194528|705|Other Investments Total Cost||532743
194529|706|Other Investments Total Book Value||532743
194530|703|Marketable Securities Total Cost|0|532756
194531|704|Marketable Securities Total BookValue|0|532756
194532|705|Other Investments Total Cost|0|532756
194533|706|Other Investments Total Book Value|0|532756
194545|703|Marketable Securities Total Cost||532837
194546|704|Marketable Securities Total BookValue||532837
194547|705|Other Investments Total Cost||532837
194548|706|Other Investments Total Book Value||532837
194575|703|Marketable Securities Total Cost||532923
194576|704|Marketable Securities Total BookValue|2848518|532923
194577|701|Common Stocks|2842848|532923
194578|701|Net Unsettled Purchases/Sales|5670|532923
194579|705|Other Investments Total Cost||532923
194580|706|Other Investments Total Book Value|255599|532923
194581|702|Corporate Fixed Income|255599|532923
194592|703|Marketable Securities Total Cost||532984
194593|704|Marketable Securities Total BookValue||532984
194594|705|Other Investments Total Cost||532984
194595|706|Other Investments Total Book Value||532984
194613|703|Marketable Securities Total Cost|0|533029
194614|704|Marketable Securities Total BookValue|0|533029
194615|705|Other Investments Total Cost|0|533029
194616|706|Other Investments Total Book Value|0|533029
194621|703|Marketable Securities Total Cost|275139|533074
194622|704|Marketable Securities Total BookValue|275139|533074
194623|701|Union Bank Stock 664 shares|19960|533074
194624|701|Union Bank & Trust  certificate of deposit|155142|533074
194625|701|Firstbank certificate of deposit|100037|533074
194626|705|Other Investments Total Cost||533074
194627|706|Other Investments Total Book Value||533074
194628|703|Marketable Securities Total Cost||533081
194629|704|Marketable Securities Total BookValue||533081
194630|705|Other Investments Total Cost|0|533081
194631|706|Other Investments Total Book Value|0|533081
194649|703|Marketable Securities Total Cost|0|533131
194650|704|Marketable Securities Total BookValue|0|533131
194651|701|N/A|0|533131
194652|705|Other Investments Total Cost|0|533131
194653|706|Other Investments Total Book Value|0|533131
194654|702|N/A|0|533131
194655|703|Marketable Securities Total Cost||533181
194656|704|Marketable Securities Total BookValue||533181
194657|705|Other Investments Total Cost||533181
194658|706|Other Investments Total Book Value||533181
194659|703|Marketable Securities Total Cost|353|533200
194660|704|Marketable Securities Total BookValue|353|533200
194661|705|Other Investments Total Cost|0|533200
194662|706|Other Investments Total Book Value|0|533200
194665|705|Other Investments Total Cost|500|533261
194663|703|Marketable Securities Total Cost||533261
194664|704|Marketable Securities Total BookValue||533261
194666|706|Other Investments Total Book Value|500|533261
194667|703|Marketable Securities Total Cost||533302
194668|704|Marketable Securities Total BookValue||533302
194669|705|Other Investments Total Cost||533302
194670|706|Other Investments Total Book Value||533302
194671|703|Marketable Securities Total Cost|953231|533322
194672|704|Marketable Securities Total BookValue|953231|533322
194673|701|Federal Farm Credit Bank securities|354359|533322
194674|701|Federal Home Loan Bank securities|598872|533322
194675|705|Other Investments Total Cost||533322
194676|706|Other Investments Total Book Value||533322
194692|703|Marketable Securities Total Cost|750747|533340
194693|704|Marketable Securities Total BookValue|840149|533340
194694|701|PENNSYLVANIA STATE TURNPIKE BOND|107196|533340
194695|701|GOLDMAN SACHS GRP INC|53265|533340
194696|701|FIDELITY ADVSR SERVICES|44351|533340
194697|701|GROWTH FUND OF AMERICA|95795|533340
194698|701|INTERMEDIATE BOND FUND|341500|533340
194699|701|WASHINGTON MUTUAL INVS FUND|119016|533340
194700|705|Other Investments Total Cost||533340
194701|706|Other Investments Total Book Value||533340
194702|703|Marketable Securities Total Cost|0|533409
194703|704|Marketable Securities Total BookValue|0|533409
194704|705|Other Investments Total Cost|0|533409
194705|706|Other Investments Total Book Value|0|533409
194714|703|Marketable Securities Total Cost|3654406|533421
194715|704|Marketable Securities Total BookValue|3654406|533421
194716|701|RAILROAD COMPANIES STOCK/BERKSHIRE HATHAWAY(BNSF)|296819|533421
194717|701|AFL-CIO HOUSING INVESTMENT TRUST|138392|533421
194718|701|UNION LABOR LIFE INSURANCE COMPANY STOCK|30875|533421
194719|701|MUTUAL FUNDS|2270774|533421
194720|701|PREFERRED STOCK|378504|533421
194721|701|EXCHANGE-TRADED FUNDS|539042|533421
194722|705|Other Investments Total Cost||533421
194723|706|Other Investments Total Book Value||533421
194724|703|Marketable Securities Total Cost|292740|533439
194725|704|Marketable Securities Total BookValue|292740|533439
194726|701|(6) Certificates of Deposit held by BNC Bank|292740|533439
194727|705|Other Investments Total Cost||533439
194728|706|Other Investments Total Book Value||533439
194729|703|Marketable Securities Total Cost||533452
194730|704|Marketable Securities Total BookValue||533452
194731|705|Other Investments Total Cost||533452
194732|706|Other Investments Total Book Value||533452
194733|703|Marketable Securities Total Cost|536257|533461
194734|704|Marketable Securities Total BookValue|544544|533461
194735|701|SPDR S&P 500 ETF Trust|122584|533461
194736|701|iShares Barclays 1-3 Yr Credit Bond Fd|421960|533461
194737|705|Other Investments Total Cost|2560|533461
194738|706|Other Investments Total Book Value|2560|533461
194739|703|Marketable Securities Total Cost||533464
194740|704|Marketable Securities Total BookValue||533464
194741|705|Other Investments Total Cost||533464
194742|706|Other Investments Total Book Value||533464
194743|703|Marketable Securities Total Cost|2343113|533474
194744|704|Marketable Securities Total BookValue|2343113|533474
194745|701|American Mutual Funds|228340|533474
194746|701|Fundamental Investors|210856|533474
194747|701|Washington Mutual|216631|533474
194748|701|Edward Jones Advisory Funds|1049294|533474
194749|705|Other Investments Total Cost||533474
194750|706|Other Investments Total Book Value||533474
194751|703|Marketable Securities Total Cost||533477
194752|704|Marketable Securities Total BookValue||533477
194753|705|Other Investments Total Cost||533477
194754|706|Other Investments Total Book Value||533477
194755|703|Marketable Securities Total Cost||533479
194756|704|Marketable Securities Total BookValue||533479
194757|705|Other Investments Total Cost||533479
194758|706|Other Investments Total Book Value||533479
194759|703|Marketable Securities Total Cost|3143480|533480
194760|704|Marketable Securities Total BookValue|3139267|533480
194761|701|MORGAN STANLEY-CASH-GF|2230|533480
194762|701|PERSHINGS LLC-CASH-GF|3364|533480
194763|701|FPA NEW INCOME INC-GF|199698|533480
194764|701|VANGUARD SHORT TERM BOND-GF|197774|533480
194765|701|MORGAN STANLEY-CASH-DB|9277|533480
194766|701|CENTAURUS CASH-DB|925|533480
194767|701|FPA NEW INCOME INC-DB|24159|533480
194768|701|VANGUARD SHORT TERM BOND-DB|24981|533480
194769|701|LIQUID ASSET-OF|3770|533480
194770|701|CENTAURUS CASH-OF|1780|533480
194771|701|ANNUAL INCOME CD-OF|43104|533480
194772|701|WELLS COMMON CD-OF|25377|533480
194773|701|CAPITAL ONE FINANCIAL-OF|20430|533480
194774|701|JPMT-OF|5249|533480
194775|701|MS SPECTRUM SELECT-OF|15475|533480
194776|701|MS SPECTRUM STRATEGIC-OF|15579|533480
194777|701|VALERO ENERGY-OF|46937|533480
194778|701|IVY ASSET STRATEGY-OF|5800|533480
194779|701|SENTINEL SHORT MATURITY GOVT-OF|173073|533480
194780|701|FPA NEW INCOME INC-OF|74348|533480
194781|701|VANGUARD SHORT TERM BOND-OF|73494|533480
194782|701|BANK DEPOSIT PROGRAM-BA|152484|533480
194783|701|PERSHINGS LLC CASH-BA|4586|533480
194784|701|ANNUAL INCOME CD-BA|26940|533480
194785|701|WELLS COMMON CD-BA|40603|533480
194786|701|INTL PAPER CO-BA|26560|533480
194787|701|JPMT-BA|3903|533480
194788|701|MS SPECTRUM SELECT-BA|5923|533480
194789|701|MS SPECTRUM STRATEGIC-BA|5869|533480
194790|701|VALERO ENERGY-BA|23469|533480
194791|701|SENTINEL SHORT MATURITY GOVT-BA|335139|533480
194792|701|IVY ASSET STRATEGY-BA|8171|533480
194793|701|FPA NEW INCOME INC-BA|450831|533480
194794|701|VANGUARD SHORT TERM BOND-BA|446489|533480
194795|701|GESA CD-GF|204117|533480
194796|701|CHASE BANK CD-BA|200402|533480
194797|701|COLUMBIA STATE BANK CD-OF|207795|533480
194798|705|Other Investments Total Cost||533480
194799|706|Other Investments Total Book Value||533480
194808|703|Marketable Securities Total Cost|15489|533499
194809|704|Marketable Securities Total BookValue|15573|533499
194810|701|Eclipse Fund Mainstay US Small Cap FD CLB|13836|533499
194811|705|Other Investments Total Cost||533499
194812|706|Other Investments Total Book Value||533499
194849|703|Marketable Securities Total Cost|3186454|533568
194850|704|Marketable Securities Total BookValue|3186454|533568
194851|701|MADISON CORE PROPERTY FUND|694818|533568
194852|701|DELAWARE FIXED INCOME POOLED TRUST|1833085|533568
194853|701|NUVEEN LARGE-CAP VALUE R-SHARES|658551|533568
194854|705|Other Investments Total Cost||533568
194855|706|Other Investments Total Book Value||533568
194856|703|Marketable Securities Total Cost|0|533569
194857|704|Marketable Securities Total BookValue|0|533569
194858|705|Other Investments Total Cost|0|533569
194859|706|Other Investments Total Book Value|0|533569
194860|703|Marketable Securities Total Cost|1651406|533586
194861|704|Marketable Securities Total BookValue|1651406|533586
194862|701|N/A|0|533586
194863|705|Other Investments Total Cost||533586
194864|706|Other Investments Total Book Value||533586
194871|703|Marketable Securities Total Cost|0|533604
194872|704|Marketable Securities Total BookValue|0|533604
194873|705|Other Investments Total Cost|0|533604
194874|706|Other Investments Total Book Value|0|533604
194875|703|Marketable Securities Total Cost||533620
194876|704|Marketable Securities Total BookValue||533620
194877|705|Other Investments Total Cost||533620
194878|706|Other Investments Total Book Value||533620
194879|703|Marketable Securities Total Cost||533648
194880|704|Marketable Securities Total BookValue||533648
194881|705|Other Investments Total Cost||533648
194882|706|Other Investments Total Book Value||533648
194883|703|Marketable Securities Total Cost|1001660|533690
194884|704|Marketable Securities Total BookValue|1001660|533690
194885|701|TD BOND|971315|533690
194886|701|BOND PREMIUM|28269|533690
194887|701|ACCRUED INTERET ON BONDS|2076|533690
194888|705|Other Investments Total Cost||533690
194889|706|Other Investments Total Book Value||533690
194890|703|Marketable Securities Total Cost|148527|533709
194891|704|Marketable Securities Total BookValue|241802|533709
194892|701|BROTHERHOOD BANK|241802|533709
194893|705|Other Investments Total Cost|6944050|533709
194894|706|Other Investments Total Book Value|6940493|533709
194895|702|CERTIFICATE OF DEPOSIT|1185000|533709
194896|702|MORTGAGE BACKED SECURITIES|5755493|533709
194897|703|Marketable Securities Total Cost||533716
194898|704|Marketable Securities Total BookValue||533716
194899|705|Other Investments Total Cost||533716
194900|706|Other Investments Total Book Value||533716
194901|703|Marketable Securities Total Cost|1150|533718
194902|704|Marketable Securities Total BookValue|1150|533718
194903|705|Other Investments Total Cost||533718
194904|706|Other Investments Total Book Value||533718
194905|703|Marketable Securities Total Cost|4760|533719
194906|704|Marketable Securities Total BookValue|23200|533719
194907|705|Other Investments Total Cost||533719
194908|706|Other Investments Total Book Value||533719
194913|705|Other Investments Total Cost||533731
194909|703|Marketable Securities Total Cost|2066981|533731
194910|704|Marketable Securities Total BookValue|2173831|533731
194911|701|American Balanced Fund Class F1|495594|533731
194912|701|East Boston Savings Bank CD .50% 9/30/2013|206756|533731
194914|706|Other Investments Total Book Value||533731
194915|703|Marketable Securities Total Cost||533745
194916|704|Marketable Securities Total BookValue||533745
