OID|DESCRIPTION|BOOK_VALUE|RPT_ID
54257|RENT DEPOSIT|554|547537
54258|None|0|547539
54259|Income Taxes Receivable |185316|547540
54260|Prepaid Expenses|82636|547541
54261|ACCRUED INTEREST RECEIVABLE|1636|547543
54262|PREPAID INSURANCE & OTHER|190223|547544
54263|INVENTORY OF SUPPLIES FOR SALE|134851|547544
54264|PREPAID POSTAGE|1655|547544
54265|PREPAID REAL ESTATE TAX|2299|547544
54266|PREPAID EQUIPMENT AND RENTAL MAINTENANCE|145889|547544
54267|DEPOSITS|291408|547544
54268|PREPAID PERSONAL PROPERTY TAX|3548|547544
54269|DUE FROM RELATED FUNDS|191297|547544
54272|NONE|0|547547
54273|82 SHIRTS @ $7.45|611|547549
54274|16 BIBLES @  $32.00|512|547549
54285|NONE|0|547561
54286|PREPAID INSURANCE|4000|547562
54287|PREPAID RENT|6900|547562
54288|OHIO BUREAU OF WORKERS COMPENSATION DEPOSIT|691|547562
54289|PREPAID INSURANCE/FIDELITY BOND|5387|547566
54290|PREPAID PER CAPITA TAXES|200|547566
54649|PAYROLL TAX DEPOSIT|3092|548275
54292|PREPAID LEASE EXPENSES|152|547566
54293|PREPAID RENT|325|547566
54294|PREPAID OTHER EXPENSES|106|547566
54295|Interest Receivable|119|547567
54296|Prepaid Expenses|42698|547567
54297|Utility Deposit|1949|547567
54298|Hiring Hall Fee Obligation|3203|547567
54299|Federal Taxes w/h|49|547567
54300|State Taxes w/h|1088|547567
54301|Protestan Bibles Ten left valued at 30.41|304|547569
54302|Catholic Bibles Zero left valued at 30.41|0|547569
54303|T-Shirt Inventory|2709|547571
54309|NONE|0|547578
54304|Security Deposits for Regional Office Leases|40288|547573
54305|Postage Deposits|7232|547573
54306|Deposit - Gas Allowance/Other|15033|547573
54307|Supplies Inventory|217542|547573
54308|Deferred Leasing Cost|519219|547573
54310|INVENTORY OF MERCHANDISE, CONTRACTS, AND MANUALS |986|547575
54311|0|0|547581
54312|Prepaid Payroll Expenses|1483|547582
54313|Hats|1449|547583
54314|T-Shirts|993|547583
54315|Emblems|288|547583
54316|INTANGIBLE ASSETS - NET OF AMORITIZATION|1795095|547588
54317|not applicable|0|547590
54318|PREPAID INTEREST ON 2012 CHEVROLET MALIBU AUTO LOA|792|547591
54319|Prepaid Rent|15140|547592
54320|Security Deposit|30992|547592
54321|FICA AND FED W/H OVERPAYMENT|142|547594
54322|Prepaid Expenses|24942|547600
54323|Bibles|860|547605
54324|Shirts & Hats|10391|547605
54325|Watches|3366|547605
54326|Rings|721|547605
54327|Misc. Items|1045|547605
54328|Prepaid Expenses|152669|547608
54329|SECURITY DEPOSIT|4285|547609
54330|PREPAID EXPENSE|96845|547624
54331|DEPOSITS|10212|547624
54332|ACCRUED INTEREST RECEIVABLE|24871|547624
54333|Prepaid Expenses|35375|547626
54334|Security Deposit|47317|547626
54335|Security deposit|4200|547627
54336|Prepaid Deposits|150|547629
54337|Due from Pension Fund|604|547629
54338|Exchange|843|547629
54339|INVESTMENT IN OREGON STAGEHANDS, INC.|1000|547630
54340|EMPLOYEE ADVANCES|1821|547630
54341|DUE FROM INTERNAL REVENUE SERVICE|8037|547634
54342|PREPAID EXPENSES|1994|547634
54343|DEPOSITS|530|547634
54344|none|0|547636
54345|none|0|547636
54346|none|0|547636
54347|none|0|547636
54348|none|0|547636
54349|none|0|547636
54350|none|0|547636
54351|none|0|547636
54352|none|0|547636
54353|none|0|547636
54354|DEPOSITS|582|547637
54355|PREPAID PAYROLL TAXES|181826|547637
54356|n/a|0|547659
54357|18 WATCHES AT $338 |6084|547662
54358|250 HATS @$12.00|3000|547662
54359|24 BIBLES @ $32.00|768|547662
54360|RENTAL DEPOSIT|54602|547673
54361|PREPAID EXPENSES|38262|547673
54362|PENSION BENEFITS ASSETS|18158484|547673
54363|CONSTRUCTION IN PROGRESS|65863|547699
54364|SECURITY DEPOSIT|4581|547699
54365|SECURITY DEPOSITS|1342|547708
54366|PREPAID INSURANCE|3692|547708
54367|DUE FROM RELATED FUNDS|89137|547708
54368|ACCRUED INVESTMENT INCOME RECEIVABLE|3434|547708
54369|PREPAID WITHHELD PAYROLL TAXES|20619|547708
54370|Prepaid Mortgage Costs - Net of Amortization|3240|547713
54374|Security Deposit|7546|547722
54371|Deposits|2108|547721
54372|Supplies for Union Functions|2614|547721
54373|Transfers Receivable|655|547721
54375|Prepaid Expenses|23303|547724
54376|Watches|5175|547724
54377|Gift Certificates|4450|547724
54378|UTILITY DEPOSIT|4|547728
54379|Inventory|23843|547729
54380|INVENTORY|6464|547731
54381|PREPAID EXPENSES|20060|547731
54382|AMOUNTS DUE FROM HEALTHCARE PLAN|7731|547731
54383|PREPAID TAXES|12026|547731
54384|AMOUNTS DUE FROM IBEW JATC TRAINING TRUST FUND|53730|547731
54385|PREPAID FICA TAXES|662|547733
54386|PREPAID FEDERAL WITHHOLDING|705|547733
54387|Security Deposit|30270|547734
54388|Deferred Lease Costs|44145|547734
54391|BIBLES|630|547745
54392|BWC deposit|709|547748
54393|Prepaid Expenses|763320|547751
54394|Deferred Expenses|449129|547751
54395|Deferred Rent|345654|547751
54396|Prepaid expense (liability insurance)|5406|547759
54397|Inventory|3361|547759
54398|NONE|0|547764
54399|RECOVERABLE INSUFFICIENT FUND CHECKS|316|547765
54400|OTHER ASSETS|129|547765
54401|EXCHANGE|49|547769
54402|Security Deposit|8500|547771
54403|PREPAID EXPENSES|12829|547775
54404|SECURITY DEPOSITS|200|547775
54405|PREPAID DENTAL INSURANCE|20836|547776
54406|Inventory |43854|547778
54407|NONE|0|547785
54408|PREPAID EXPENSES|4402|547787
54409|SUPPLIES FOR SALE|24724|547788
54410|ACCRUED INVESTMENT INCOME|58812|547789
54424|Accrued Interest|5208|547794
54425|Due from BHCB - 1/2 of rebate account|326|547794
54426|Illinois State Withholding Overpayment|808|547794
54427|State Unemployment Withholding Overpayment|2|547794
54428|Construction in Progress|911392|547794
54429|14 watches|1778|547795
54430|42 bibles|1260|547795
54411|Supplies|262043|547793
54412|Prepaid Commercial Insurances|23933|547793
54413|Prepaid Systems Support Contracts|135303|547793
54414|Prepaid DC Personal Property Tax|78197|547793
54415|Prepaid Books and Newspapers|101163|547793
54416|Prepaid Online Subscription Services|127185|547793
54417|Prepaid Furniture & Equipment|66491|547793
54418|Prepaid Professional Services|5650|547793
54419|Deposits Telephone|5882|547793
54420|Deposits Rent|196751|547793
54421|Deposits Furniture & Equipment|27584|547793
54422|Deposits Postage|5239|547793
54423|Travel Advances|89370|547793
54431|Sale of Building Held in Escrow|338190|547799
54432|Labor Temple Stock|5000|547813
54433|Undeposited Funds|280|547815
54434|Security Deposits|186|547815
54435|Supplemental Benefits Program|5656|547815
54436|Due from Pension|10155|547815
54437|Due from Annuity|14434|547815
54441|15 MENS WATCHES (RETIREMENT/RECOGNITION AWARD)|876|547822
54442|3 WOMANS WATCHES (RETIREMENT/RECOGNITION AWARD)|175|547822
54456|BIBLES INVENTORY (42 @ $20 EACH)|840|547833
54457|POSTAGE METER|100|547833
54458|T-SHIRTS|560|547833
54445|PREPAID INSURANCE|24271|547831
54446|PREPAID RENTAL COMMISSION FEE|29312|547831
54447|PREPAID SUBSCRIPTIONS|80258|547831
54448|PREPAID SERVICES & SUPPORT|98604|547831
54449|PREPAID DISTRICT RENT|53537|547831
54450|PREPAID COUNCIL REBATES|99668|547831
54451|PREPAID LICENSES & SOFTWARE|98405|547831
54452|PREPAID TAXES|57118|547831
54453|SECURITY DEPOSIT PAID|56237|547831
54454|INVENTORY OF SUPPLIES|162666|547831
54455|DUE FROM AFFILIATES|1830|547831
54459|Post Office Deposit|125|547846
54460|NONE|0|547848
54461|NONE|0|547851
54462|12 Catholic Bibles @ 15.95|191|547861
54463|20 King James @ 14.95|299|547861
54464|Deposits|975|547868
54465|Inventory|16231|547873
54466|Advance of funds to Liberty Landing Associates|3475101|547873
54467|Gift Certificate|25|547876
54468|Deposit for First ULB Corp Common Stock Purchase|299983|547876
54473|PREPAID PAYROLL TAXES|146475|547879
54474|DEPOSITS|45685|547879
54475|ACCRUED INTEREST PURCHASED|12979|547879
54476|DUE FROM RELATED FUND|640|547879
54478|Prepaid Insurance |5690|547890
54479|Security Deposit|1130|547890
54480|Security Deposit|2861|547900
54483|EXCHANGES|3824|547919
54484|Security Deposit|4121|547923
54485|Due from Officer|29|547938
54486|Prepaid Insurance|3938|547938
54487|Supplies for resale|6282|547945
54488|Prepaid Expenses|435|547950
54499|N/A|0|547952
54489|DEPOSITS|269478|547951
54490|PREPAID INSURANCE|79886|547951
54491|PREPAID POSTAGE|214455|547951
54492|PREPAID TAXES|61109|547951
54493|PREPAID OTHER|39939|547951
54494|PREPAID MAINTENANCE|150092|547951
54495|SUPPLIES INVENTORY|335477|547951
54496|COMPUTER SUPPLIES FOR RESALE|82041|547951
54497|CAFETERIA STOCK|6380|547951
54498|OTHER|6790|547951
54500|Building Corporation |477240|547959
54501|ADVANCES FOR RELATED FUNDS|378263|547964
54502|DEPOSIT FOR OFFICE CONDOMINIUM-2 MONTH ASSOCIATION|7806|547964
54503|DUE FROM RELATED ORGANIZATIONS|8310|547966
54504|OVERPAYMENTS OF AMOUNTS COLLECTED FOR MEMBERS|6883|547970
54505|Security Deposit|1724|547971
54506|SECURITY DEPOSIT|6823|547974
54507|PREPAID EXPENSES|563253|547985
54508|SECURITY DEPOSITS|32095|547985
54512|NONE|0|547988
54509|SECURITY DEPOSIT - WARREN OFFICE|2000|547987
54510|TRAVEL & EXPENSE ADVANCES|3102|547987
54511|PREPAID EXPENSES|266223|547987
54513|Inventory of Sportswear|222|548006
54514|Prepaid Insurance|10032|548011
54515|Real Estate Tax Escrow|3034|548011
54516|Prepaid Expenses|1154|548013
54517|Due to Other Funds|5044|548014
54518|Scholarship fund merchandise|32103|548018
54519|Prepaid expenses|5064|548018
54520|Due from Local 97 Holding Company (Exchange)|2640|548037
54521|RENT SECURITY DEPOSITS|4160|548045
54522|PREPAID EXPENSES|21813|548046
54523|PROMOTIONAL GOODS ON HAND|1806|548049
54524|Prepaid Insurance|3866|548058
54525|Lease security|5583|548058
54526|Security Deposit|1525|548064
54527|WORKERS COMPENSATION DEPOSIT|87|548081
54528|PREPAID RENT|6000|548082
54529|worker's comp ins deposit|1009|548084
54530|UTILITY DEPOSITS|65|548087
54531|Investment in Minneapolis Labor Temple Association|3225|548092
54532|INVENTORY TOOLS AND CLOTHING FOR RESALE TO MEMBERS|9515|548093
54533|SECURITY DEPOSITS|2780|548094
54534|PREPAID EXPENSES|2526|548094
54539|PREPAID PAYROLL TAXES AND WITHHOLDINGS|2368|548103
54535|Due From Affiliates|42000|548102
54536|Security Deposit|6915|548102
54537|Payroll Withholdings|3284|548102
54538|Exchange|1937|548102
54540|Bibles|739|548104
54541|Service Pins|2384|548104
54544|NONE|0|548112
54551|SECURITY DEPOSIT|2400|548115
54545|Prepaid Insurance|151662|548114
54546|Prepaid Travel Costs|101280|548114
54547|Unrealized Valuation on Investments|28457|548114
54548|Security Deposits - Rental Properties|21537|548114
54549|Prepaid Leasing Costs|54449|548114
54550|Prepaid Loan Costs|24792|548114
54552|Security Deposits|20191|548116
54553|n/a|0|548119
54554|ESCROW DEPOSITS|1067|548124
54555|PREPAID POSTAGE|5281|548124
54556|SECURITY DEPOSITS|75912|548124
54557|OTHER RECEIVABLES|77|548124
54558|DUE FROM OTHER FUNDS|2727|548124
54559|DUE FROM CAREER CENTER|18120|548124
54560|USPS bulk mail account balance|11687|548127
54561|other assets|1000|548132
54562|SECURITY DEPOSIT ON LEASED OFFICE SPACE|3750|548135
54563|Prepaid Payroll Taxes|7878|548140
54564|Prepaid Lease Expense|8925|548141
54565|Due from affiliated labor organizations|15273|548144
54566|Prepaid expense|8923|548144
54567|Other receivables|2520|548144
54568|SECURITY DEPOSIT - CHICAGO OFFICE|4500|548146
54569|SECURITY DEPOSIT - FLORIDA OFFICE|1500|548146
54570|DUE FROM AFFILIATED FUNDS|87943|548146
54571|NONE|0|548147
54572|RENTAL SECURITY DEPOSIT|600|548151
54574|MISCELLANEOUS RECEIVABLE|4652|548154
54575|SECURITY DEPOSITS|3145|548154
54578|Utility Deposits|2540|548159
54579|INTEREST RECEIVABLE|2538|548162
54580|PREPAID EXPENSES|7648|548162
54581|Prepaid Insurance|1464|548163
54582|Utilities Deposit|310|548163
54583|FUTA|864|548163
54576|PREPAID EXPENSES|20761|548158
54577|DEPOSITS|21208|548158
54584|NONE|0|548164
54585|Prepaid Expenses|42179|548166
54586|Accrued Investment Income|39942|548166
54587|NG Checks|1313|548166
54588|Market Value Adjustment to Investments|370078|548166
54589|Investment in Title Holding Company|406242|548166
54590|Building Corp - Net Assets|1424673|548168
54591|Inventory - Supplies For Resales|17260|548168
54593|Prepaid expenses|6647|548177
54594|Computers and Printers|2700|548188
54595|SECURITY DEPOSITS|10352|548191
54596|INVENTORY OF PROMOTIONAL ITEMS|12439|548193
54597|Mortgage Placement Costs|7449|548194
54600|None|0|548205
54598|Inventory|28061|548204
54599|Deposits|536|548204
54601|Escrow from sale of building|175000|548221
54602|Loan receivable|2863|548221
54603|Prepaid Expenses|12402|548227
54604|Deposits|187|548227
54605|Security deposit|4250|548235
54606|Computer|812|548236
54607|Refrigerator|630|548236
54608|Savings Account|63989|548236
54609|Accrued Interest Receivable|7033|548241
54610|Prepaid Expenses|35292|548243
54611|Inventory of IBEW Logo Items|12107|548243
54612|Inventory|22263|548244
54613|PREPAID EXPENSES|41829|548252
54614|PREPAID INSURANCE|21082|548252
54615|PREPAID PER CAPITA|375000|548252
54616|MARKET VALUE ADJUSTMENT OF INVESTMENT PORTFOLIOS|6129|548252
54617|OVERPAYMENT OF PAYROLL TAXES|79|548252
54618|Deposit|20000|548253
54619|Prepaid Stamps|4367|548254
54620|Worker's Compensation Deposit|9794|548254
54621|Utility Deposit|710|548254
54622|Prepaid Expenses|1941|548259
54623|PREPAID EXPENSES - INSURANCE AND LAST MONTHS RENT|3046|548260
54624|Prepaid insurance|354480|548262
54625|Prepaid real property taxes|8549|548262
54626|Prepaid expenses other|265752|548262
54627|Rent deposit|4683|548262
54628|Postage deposit|2356|548262
54629|Other deposit|27444|548262
54630|Due from California United Homecare Workers|1825148|548262
54631|Due from CLTCEC|130604|548262
54632|Due from SEIU COPE International Fund|90370|548262
54633|Due from LTCW Health Trust Fund|470290|548262
54634|Due from SEIU State PAC Fund|39448|548262
54635|DUE FROM RELATED ORGANIZATIONS|33883|548264
54636|Wearable, promotional and satety inventory items|1468|548268
54637|Due from Whitney Bank - Fraudulent Withdrawels|5646|548270
54638|Member's Savings Account Balances|204438|548270
54639|Deposit|430|548270
54640|Security deposit|2062|548271
54641|GROUP INSURANCE DEPOSIT |500|548273
54642|LEGAL RESERVE|78659|548273
54643|PREPAID INSURANCE|48450|548273
54644|PREPAID EMPLOYER MEDICAL INSURANCE|37349|548273
54645|PREPAID MAINTENANCE SERVICES|27715|548273
54646|INTEREST RECEIVABLE|13492|548273
54647|INSURANCE PROVIDER|9920|548273
54648|RECEIVABLE FROM MAF|6000|548273
54978|PREPAID TAXES|17100|548895
54650|OVERPAYMENT ON CREDIT CARD|267|548275
54652|ANNUITY CONTRACTS|338732|548279
54655|Rent deposit|16885|548292
54657|SECURITY DEPOSIT|973|548296
54658|PREPAID EXPENSES|3403|548301
54659|Deposits|6223|548302
54660|Due from members - net medical/dental ins premiums|45|548303
54661|Labor Life Insurance Company|251|548303
54662|Seattle Labor Temple |5205|548303
54663|FURNITURE |30000|548306
54664|REMODEL INSIDE BLDG/WALLS AND FLOORS|50000|548306
54665|Escrow deposit on buidling|10387|548309
54666|Inventory|2164|548313
54667|SECURITY DEPOSITS|19315|548321
54668|INVENTORY FOR RESALE|17496|548323
54669|Worker's Compensation Insurance Deposit|3821|548324
54670|Building Rental Deposit|6500|548324
54671|Fastrak Transponder Deposit|320|548324
54672|FED/FICA OVERPAYMENT|8977|548329
54673|PREPAID LEGAL RETAINER|23043|548342
54674|PREPAID POSTAGE|2674|548342
54675|PREPAID POSTAGE EQUIPMENT|88|548342
54676|PREPAID INSURANCE|13807|548342
54677|227 SHIRTS ON HAND @$15 EACH |3405|548343
54678|32 HATS ON HAND @$12 EACH|384|548343
54679|8 BIBLES ON HAND @ $8 EACH|280|548343
54680|4 AMERICAN FLAGS ON HAND @ $20 EACH|80|548343
54681| 30  CUPS ON HAND @ $2 EACH|60|548343
54682| 11  WATCHES ON HAND @$44 EACH|484|548343
54683|Prepaid Payroll Expenses|14130|548346
54684|PREPAID RENT ON ACCOUNT (DEPOSIT)|1450|548356
54685|INVENTORY|3200|548359
54686|Inventory for sale|43748|548370
54687|PREPAID SECURITY DEPOSIT|3938|548409
54688|PREPAID EXPENSES|1283|548409
54689|PREPAID INSURANCE|45098|548409
54690|Dues receivable|12923309|548411
54691|Deposits|145078|548411
54692|Prepaid Expenses|469970|548411
54693|SECURITY DEPOSIT - RENT|1308|548449
54694|SECURITY DEPOSIT - CON EDISON|935|548449
54695|SECURITY DEPOSIT - RENT|18860|548450
54696|SECURITY DEPOSIT - RENT|15675|548458
54697|SECURITY DEPOSIT - STORAGE RENTAL|268|548458
54700|Advances|49552|548463
54701|SECURITY DEPOSIT - RENT|1850|548464
54702|Security deposit|1150|548476
54703|DEPOSIT - WORKERS COMPENSATION|753|548477
54704|PREPAID EXPENSE|83848|548500
54705|Prepaid Insurance|9499|548501
54706|INTEREST RECEIVABLE|26055|548502
54707|RENT AND UTILITIES RECEIVABLE|6221|548502
54708|PREPAID EXPENSES|66628|548502
54709|NONE|0|548506
54710|ADVANCE TO AFFILIATE|2500|548507
54711|DEPOSITS|100|548508
54712|PREPAID EXPENSES|11673|548508
54713|NONE|0|548510
54714|Group Insurance Deposit|37891|548511
54715|SECURITY DEPOSITS|33228|548512
54716|Prepaid Expenses|7331|548514
54717|DUE FROM HEALTH & WELFARE PLAN|59276|548518
54718|DEFERRED COMPENSATION PLAN|60459|548518
54719|SECURITY DEPOSIT|5614|548518
54720|Due from Affiliates|47730|548525
54721|Deposits|425|548525
54722|Utility deposits|805|548529
54723|Security Deposits|9384|548530
54724|Prepaid Insurance|1458|548530
54725|Accrued Interest|6380|548530
54726|PREPAID INSURANCE|5185|548534
54727|Prepaid Expenses|1926|548535
54728|INVESTMENT IN LOCAL 223 REALTY TRUST|361240|548536
54729|UTILITY DEPOSITS|1000|548536
54730|NONE|0|548540
54731|Rent Deposit- IBEW|900|548542
54732|ESCROW ACCOUNT FOR BUILDING|29795|548543
54733|PREPAID EXPENSES|40900|548544
54734|ACCRUED INVESTMENT INCOME|4800|548544
54735|SECURITY DEPOSIT|5082|548544
54736|INVESTMENT IN TITLE HOLDING COMPANY|307748|548544
54737|MARKET VALUE ADJUSTMENT OF INVESTMENTS|213566|548544
54738|PREPAID INSURANCE|2084|548548
54739|INVENTORY OF SHIRTS AND HATS|1900|548548
54742|NONE|0|548550
54740|Unexpired Insurance|10304|548549
54741|Prepaid Expenses|1667|548549
54743|Utility deposits|150|548553
54744|Security Deposits|28283|548554
54745|Prepaid Insurance|3899|548557
54746|Due from related parties|53913|548559
54747|Local 726 agreement - net of amortization|54167|548559
54748|Security deposits|42965|548559
54749|Promotional items|3325|548563
54750|Tax reimbursements|187|548563
54751|Security and Other Deposits|10613|548564
54752|Prepaid Insurance|10844|548564
54753|Prepaid Postage|22776|548564
55230|Prepaid rent|736|549410
54754|Collections Awaiting Disposition|1909|548564
54755|Prepaid Expenses|45577|548564
54756|Travel Advances|5000|548564
54757|None|0|548571
54758|Bible inventory (60 bibles @ 27.00 each)|1620|548577
54759|T-shirts inventory (118 @ 10.00 each)|1180|548577
54760|NONE|0|548578
54761|Prepaid Insurance|20263|548580
54762|Loan origination fees, net of amortization|9420|548580
54763|INVENTORY|2939|548586
54764|LOCAL 743 BUILDING CORP|386814|548586
54765|Bibles Given Away|2477|548600
54766|Shirt Sales|2598|548600
54767|Due from BJV Memorial Scholarhsip Fund|19753|548602
54768|Investment in Plumbers & Steamfitters Prot. Assoc.|1996154|548602
54769|Due from related organization|21004|548602
54770|NONE|0|548603
54781|Prepaid Insurance- general|6930|548606
54782|Prepaid Rent|8083|548606
54783|Prepaid Insurance- Health|5517|548606
54784|Security Deposit- Gateway|8209|548606
54785|Security Deposit- Reliance|4650|548606
54771|Accrued Interest and Dividends Receivable|1383426|548605
54772|Deferred Compensation-457 Plan|2110172|548605
54773|District Offices-Imprest Revolving and Org. Funds|622314|548605
54774|Restricted Investment Held in Escrow|324191|548605
54775|Prepaid Expenses, Deferred Charges and Other Costs|2020477|548605
54776|Deposits|82941|548605
54777|Local Union Refunds Originally Voided But Cashed|139886|548605
54778|Travel Advances|7621|548605
54779|Retiree Supplemental Fund|468101|548605
54780|Licenses|6260|548605
54786|DEBT ISSUE COSTS|969|548611
54787|Prepaid expenses|1639|548616
54788|Payroll Tax Deposits|12383|548621
54789|RESTRICTED CASH ACCOUNTS -  TAX ESCROW|31224|548623
54790|RESTRICTED CASH ACCOUNT - LOAN ESCROW|2539574|548623
54791|DEFERRED FINANCING COSTS NET|59866|548623
54792|CONSTRUCTION IN PROGRESS|4129238|548623
54793|PREPAID PAYROLL|13776|548623
54794|NONE|0|548626
54795|BIBLES FOR DECEASED MEMBERS|261|548627
54796|RENT SECURITY DEPOSIT|7667|548628
54797|Investment in Lincoln Labor Temple Building|6000|548629
54798|Per capita taxes recivable|398914|548640
54799|Prepaid expenses|212043|548640
54800|Organizing reimb rec'b - International|233125|548640
54801|Security Deposit|2000|548641
54802|Real Estate project to reconstruct Auditorium |364988|548641
54803|Supplies for Resale|7250|548644
54804|Deposit - Workers' Comp.|1065|548645
54805|Shirts, hats, etc. for resale|464|548646
54806|Bibles|140|548646
54807|Inventory|1539|548648
54808|Inventory|9483|548651
54809|Deposits|6003|548655
54810|Contingency Interest Receivable|23509|548656
54811|Retainer Legal Fees|7500|548660
54812|Local Union Escrow Funds|20717|548662
54813|Inventory of  supplies|44721|548662
54814|Deposits|53742|548662
54815|PREPAID EXPENSES|18503|548664
54816|DUE FROM OTHER FUNDS|2018|548664
54817|REFUND RECEIVABLE|5000|548664
54818|Preaid insurance|1150|548668
54819|Due from related entities|53583|548672
54820|Deposits|100|548672
54828|DEPOSITS|170|548676
54821|SECTION 457 DEFERRED COMP PLAN|831710|548674
54822|DUE FROM AFFILIATES AND OTHERS|1818033|548674
54823|PREPAID ITEMS FOR SALE|156828|548674
54824|DEPOSITS|106584|548674
54825|PREPAID POSTAGE|25122|548674
54826|PREPAID GASOLINE|1984|548674
54827|INVENTORY OF AUTO PARTS AND SUPPLIES|8151|548674
54829|RENT DEPOSIT|6560|548677
54830|PREPAID RENT|13192|548678
55231|Prepaid insurance|1580|549410
54831|PREPAID HLTH AND LIFE INSURANCE|41057|548678
54832|PREPAID WORKERS COMPENSATION|2348|548678
54833|PREPAID PROFESSIONAL LIABILITY|2357|548678
54834|PREPAID OTHER INSURANCES|1185|548678
54835|PREPAID STAFF RETREAT EXPENSES|7672|548678
54836|PREPAID SERVICE FEES|8530|548678
54837|PREPAID MEMBERSHIP FEE|1725|548678
54838|SECURITY DEPOSIT|22755|548678
54839|Postage|41|548681
54840|Misc. Office Supplies|350|548681
54841|23 Bibles|690|548681
54842|DEPOSIT WORKMAN'S COMP.|104|548682
54843|Prepaid Insurance|2282|548685
54844|PER CAPITA STAMPS|144684|548687
54845|PREPAID EXPENSES|15041|548687
54846|Certificate of Deposit|15923|548695
54847|SECURITY DEPOSITS|11257|548697
54848|Advance to  Hartford JATC|431|548699
54849|Interest Receivable|327|548702
54850|FIELD OFFICE SECURITY DEPOSITS|80449|548704
54851|OTHER DEPOSITS|125|548704
54852|PREPAID TAXES - HOLDING CORP|22238|548704
54853|PREPAID APWU BUILDING CORP EXPENSE|31586|548704
54854|LEASING LEGAL COSTS|400932|548704
54855|PAYROLL WITHHOLDING|3829|548704
54856|Burial Plots|233|548706
54857|DEPOSITS|5809|548707
54858|Accrued Interest Receivable|2241|548709
54859|Prepaid Insurance|1601|548709
54860|Prepaid expenses|14019|548710
54861|Deposits Held|26517|548712
54862|PAYROLL LIABILITIES OVERPAID|772|548720
54863|Organization Costs, net|14806|548723
54864|Loan Fees|133|548724
54865|Prepaid items|374|548729
54866|Postage in meter|600|548729
54867|Utility Deposits|102|548729
54871|Workers' Compensation Deposit|127|548731
54868|Per Capita Dues Receivable|4097|548730
54869|Accrued Interest|550|548730
54870|Prepaid Expenses|8220|548730
54872|RENTAL SECURITY DEPOSIT|750|548732
54873|WATER METER DEPOSIT|10|548734
54874|UAW RETIREMENT WATCHES|2025|548734
54875|UAW STICKERS|38|548734
54876|UAW WHEEL STICKERS|101|548734
54877|REGULAR, RETIREE AND VETERAN'S TSHIRTS|3084|548734
54878|MEMORIAL BIBLES|103|548734
54879|REGULAR POSTAGE|5|548734
54880|BULK POSTAGE|211|548734
54881|Payroll tax overpayment|386|548743
54882|RENTAL COMMISSION|38140|548747
54883|CAPITALIZED LOAN FEES|15766|548747
54884|JIM BUCK MEMORIAL FUND|40309|548747
54885|Prepaid Expenses|48894|548748
54886|Deposits|31565|548748
54887|Security Deposits Held|5192|548749
54888|Prepaid Expenses|7395|548749
54889|RETURNED CHECKS|182|548750
54890|Prepaid Expenses|198691|548751
54891|Deposit|3000|548751
54892|Investments Adj to MV:  Delaware-Gov't Fed Sec|-360|548751
54893|Investments Adj to MV:  Pacific-Gov't Fed Sec|-23|548751
54894|Investments Adj to MV:  MFS-Stocks|112238|548751
54895|Investments Adj to MV:  Cincinnati-Corporate Bonds|7985|548751
54896|Investments Adj to MV:  Winslow-Stocks|138004|548751
54897|Investments Adj to MV:  Neuberger-Stocks|35794|548751
54898|Investments Adj to MV:  Pacific-Corporate Bonds|1957|548751
54899|Investments Adj to MV:  Pacific-Mutual Funds|-15349|548751
54900|Item47&Item64 Variance-Disbursements due to Claims|5062|548751
54905|DUE FOM AFFILIATES|52207|548765
54906|SECURITY DEPOSITS|12324|548765
54907|PREPAID EXPENSES|29976|548765
54901|Interest Income|28986|548763
54902|Tax Refund |787|548763
54903|Prepaid Insruance|91430|548763
54904|Security Deposits|23850|548763
54908|SECURITY DEPOSITS|2395|548772
55232|Dividends receivable|736|549410
54909|DUE TO INTERNATIONAL UNION - DUES COLLECTED|57610|548772
54910|Other Asset|99|548785
54911|PAYROLLWITHHOLDING RECEIVABLE|10450|548788
54914|Prepaid Payroll Taxes|9030|548790
54915|INVENTORY ASSET|8216|548793
54916|SECURITY DEPOSIT|3203|548796
54917|REIMBURSEMENT RECEIVABLE|2123|548796
54918|UNION MERCHANDISE FOR RESALE|105|548798
54919|EXPENSE REIMBURSEMENTS DUE FROM AFM|2458|548802
54920|EXPENSE REIMBURSEMENTS DUE FROM MUSICANS CLUB|9020|548802
54921|PREPAID 2014 SEASONAL TICKETS FOR HOLLYWOOD BOWL|17879|548802
54922|PREPAID INSURANCE, UNION LIABILITY COVERAGE POLICY|898|548802
54923|PREPAID INSURANCE, EMPLOYMENT PRACTICE POLICY|33595|548802
54924|PREPAID INSURANCE, EXCESS UMBRELLA POLICY|5638|548802
54925|PREPAID INSURANCE, LIABILITY COVERAGE POLICY|4309|548802
54926|PREPAID INSURANCE, PROPERTY LIABILITY POLICY|9026|548802
54927|PREPAID HEALTH INSUR. PREM. PAID TO BLUE SHIELD|244|548802
54928|PREPAID HEALTH INSUR. PREM. PAID TO FRENCH CO. INS|1491|548802
54929|PREPAID HEALTH INSUR. PREM. PAID TO KAISER|282|548802
54930|Federal Income Tax Withheld from Interest|8|548803
54931|SHIRT AND HAT INVENTORY|3364|548804
54932|UTILITY DEPOSIT|50|548804
54933|PREPAID INSURANCE|3240|548804
