OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
172791|2101|JOURNEYMAN LINEMAN|7|T|533569
172792|2101|LINEMAN APPRENTICE|0|T|533569
172793|2101|DISABLED MEMBER|5|T|533569
172794|2101|SUBSTATION TECHNICIAN|1|T|533569
172795|2101|GROUNDMAN|0|T|533569
172796|2101|EQUIPMENT OPERATOR|1|T|533569
172797|2101|Active|181|T|533586
172798|2101|Suspended|5|F|533586
172799|2101|Retired|112|T|533586
172800|2102||0|F|533586
172804|2101|Regular Dues Paying|849|T|533604
172805|2101|Retirees|3|F|533604
172806|2101|Honorary Retired & Withdrawal|74|F|533620
172807|2101|Apprentices|17|F|533620
172808|2101|Active|93|T|533620
172810|2101|ACTIVE MEMBERS|1669|T|533631
172811|2101|SEIU LOCAL 1 MEMBERS|5667|T|533648
172812|2101|SEIU LOCAL 513 MEMBERS|835|T|533648
172813|2101|SEIU HEALTHCARE ILLINOIS, INDIANA, MISSOURI,KANSAS|2263|T|533648
172814|2101|ACTIVE MEMBERS|2829|T|533655
172815|2101|REGULAR|14927|T|533672
172816|2101|FAIR SHARE|3952|T|533672
172817|2102||0|F|533672
172818|2101|MEMBER TEACHERS OF PA PAYING FULL DUES|29975|T|533690
172819|2101|ACTIVE MEMBERS|816|T|533696
172820|2101|LOCALS|22|T|533701
172821|2101|ACTIVE MEMBERS|4574|T|533706
172822|2101|LOCAL DISTRICT MEMBERS|1709|T|533709
172823|2101|ACTIVE MEMBERS|2375|T|533716
172824|2101|ACTIVE|11866|T|533718
172825|2101|RETIRED|215|F|533718
172826|2102||2|F|533718
172827|2101|Mechanics|408|T|533719
172828|2101|Helpers/Trainees|16|T|533719
172829|2101|Apprentices|16|T|533719
172830|2101|ACTIVE MEMBERS|11946|T|533721
172831|2101|Journeymen|417|T|533731
172832|2101|Abatement Workers|59|T|533731
172833|2101|Journeymen|836|T|533733
172834|2101|Apprentices|182|F|533733
172835|2101|Retirees|98|T|533733
172836|2102||0|F|533733
172837|2101|Joureyman|686|T|533745
172838|2101|Retired|90|F|533745
172839|2101|Active Journeymen|138|T|533747
172840|2101|Active Apprenticeship|49|F|533747
172841|2101|Inactive Retired Members|75|F|533747
172842|2101|Inactive Withdrawal Members|17|F|533747
172843|2101|Inactive Disabled Members|2|F|533747
172847|2101|A MEMBERSHIP|15|T|533768
172848|2101|BA MEMBERSHIP|819|T|533768
172849|2101|METER READERS|6|T|533768
172850|2101|GENERAL|3183|T|533772
172851|2101|JOURNEYMAN|303|T|533774
172852|2101|HONORARY MEMBERS|254|F|533774
172853|2101|ACTIVE MEMBERS|1418|T|533776
172854|2101|ACTIVE MEMBERS|8635|T|533778
172855|2101|ACTIVE MEMBERS|3462|T|533794
172856|2101|ACTIVE|42131|F|533799
172857|2102||0|F|533799
172858|2101|APPRENTICE MEMBERS|103|T|533811
172859|2101|EARLY RETIRED MEMBERS|258|T|533811
172860|2101|REGULAR MEMBERS|1149|T|533811
172861|2101|RETIRED MEMBERS OVER THE AGE OF 65|168|T|533811
172862|2101|DISABLED MEMBERS|14|T|533811
172863|2101|HONORARY MEMBERS|94|T|533811
172864|2101|Class A Workers|127|T|533819
172865|2101|Class "B" Workers|16|F|533819
172866|2101|Warehousemen|9|T|533819
172867|2102||0|F|533819
172869|2101|REGULAR MEMBERS|475114|T|533822
172870|2102||40963|F|533822
172871|2101|Regular members|2|T|533823
172872|2101|ACTIVE|39546|T|533824
172873|2102||1388|F|533824
172874|2101|RETIREE MEMBERS|5764|T|533826
172875|2101|ACTIVE MEMBERS|24430|T|533826
172876|2102||31|F|533826
172877|2101|Membresia Bonafide|3553|T|533828
172878|2101|Membresia No Bonafide|490|F|533828
172879|2101|Regular Members|707|T|533845
172880|2101|Apprentices|202|T|533845
172881|2101|Retired Regular Members|26|T|533845
172882|2101|Disabled Members|11|T|533845
172883|2101|50 year Honorary Member|6|T|533845
172884|2101|Called Military Service|2|T|533845
172885|2101|Early Retired|3|T|533845
172886|2102||0|F|533845
172887|2101|REGULAR|1732|T|533846
172888|2101|APPRENTICE|134|T|533846
172889|2101|EARLY RETIRED|76|T|533846
172890|2101|RETIRED / DISABLED|283|T|533846
172891|2101|HONORARY|242|T|533846
172892|2101|MILITARY SERVICE|3|T|533846
172893|2101|ARREARS|235|F|533846
172894|2102||0|F|533846
172895|2101|Apprentice|16|T|533849
172896|2101|Mechanic|203|T|533849
172897|2102||0|F|533849
172898|2101|Union Members|12262|T|533850
172899|2101|JOURNEYMEN|301|T|533853
172900|2101|APPRENTICE|50|T|533853
172901|2101|RETIRED|31|T|533853
172902|2101|DISABLED|15|T|533853
172903|2101|HONORARY|27|T|533853
172904|2101|ARREARS|112|F|533853
172905|2101|JOURNEYMAN|163|T|533854
172906|2101|LIFETIME|100|T|533854
172907|2101|APPRENTICES/TRAINEES|53|F|533854
172908|2101|PROBATIONARY JOURNEYMAN|41|F|533854
172909|2101|HONORARY|26|T|533854
172911|2101|ACTIVE MEMBERS|2022|T|533862
172913|2101|ACTIVE MEMBERS|4438|T|533865
172914|2101|ACTIVE|2194|T|533868
172915|2101|APPRENTICE|191|T|533868
172916|2101|RETIRED|382|T|533868
172917|2101|CALLED MILITARY|5|T|533868
172918|2101|DISABLED|12|T|533868
172919|2101|HONORARY|179|T|533868
172920|2101|ARREARS|255|F|533868
172924|2101|Regular Carrier members|966|T|533909
172925|2101|Relief Carrier members|565|T|533909
172926|2101|Retired Carrier members|792|T|533909
172927|2101|Associate members|11|F|533909
172928|2102||0|F|533909
172929|2101|Apprentice|33|F|533917
172930|2101|Honorary|8|F|533917
172931|2101|Journeymen|194|T|533917
172932|2101|Lifetime|37|F|533917
172933|2101|Probationary|1|T|533917
172934|2101|Military leave|1|F|533917
172935|2101|Apprentice|71|T|533927
172936|2101|Mechanic|440|T|533927
172937|2101|ACTIVE AND INACTIVE MEMBERSHIP|152|T|533928
172938|2101|JOURNEYMEN|168|T|533948
172939|2101|APPRENTICES|33|F|533948
172940|2101|PROBATIONARY|3|F|533948
172941|2101|LIFETIME|34|F|533948
172942|2101|MILITARY|1|F|533948
172943|2101|HONORARY|2|F|533948
172944|2101|Journeyman|254|T|533958
172945|2101|Apprentice|152|T|533958
172946|2101|Retiree|221|T|533958
172949|2102||11|F|533975
172947|2101|"A" MEMBERS|168|T|533975
172948|2101|"BA" MEMBERS|593|T|533975
172950|2101|50 DISABLED|44|T|533979
172951|2101|EARLY RETIREMENT|121|T|533979
172952|2101|50 YEAR MEMBERS|27|T|533979
172953|2101|APPRENTICES|253|T|533979
172954|2101|JOURNEYMEN|467|T|533979
172955|2101|MILITARY|1|T|533979
172956|2101|Apprentice|120|F|533981
172957|2101|Journeyman|772|T|533981
172958|2101|Retirees|257|T|533981
172959|2102||0|F|533981
172960|2101|VOTING MEMBERS|551|T|533988
172974|2101|PRESIDENT|1|T|534014
172975|2101|SECRETARY TREASURER|1|T|534014
172976|2101|RECORDING SECRETARY|1|T|534014
172977|2101|VICEPRESIDENT|12|T|534014
172978|2101|ACTIVE MEMBERS|2565|T|534014
172981|2101|Bargaining Unit Rural Carriers|1478|T|534030
172982|2101|Retired Rural Carriers|276|T|534030
172983|2101|Associates|2|F|534030
172984|2101|Retired Associates|1|F|534030
172985|2102||0|F|534030
172986|2101|Regular Members|0|T|534034
172987|2102||0|F|534034
172988|2101|APPRENTICES|33|T|534042
172989|2101|REGULAR MEMBERS|274|T|534042
172990|2101|DISABLED MEMBERS|23|T|534042
172991|2101|EARLY RETIRED MEMBERS|52|F|534042
172992|2101|RETIRED MEMBERS|46|F|534042
172993|2101|HONORARY MEMBERS|53|F|534042
172994|2102||0|F|534042
172995|2101|UNION MEMBERS|368|T|534044
172996|2101|JM & Applicants|533|T|534045
172997|2101|Owner Member|23|F|534045
172998|2101|Res A&B & RESCO|7|T|534045
172999|2101|Industrial & Out of Work|114|T|534045
173000|2101|Trump|0|F|534045
173001|2101|Pre Apprentice|62|T|534045
173002|2101|Retired|164|T|534045
173003|2101|Limited|4|F|534045
173004|2101|Withdrawal|24|F|534045
173005|2101|Travelers|3|F|534045
173006|2101|Apprentice Members & Classified|158|T|534045
173007|2101|Production|17|T|534045
173008|2102||0|F|534045
173009|2101|ELECTRICAL UNION GENERAL MEMBERS PAY FULL AMT|569|T|534046
173010|2102||0|F|534046
173011|2101|Regular carriers|928|T|534053
173012|2101|Relief carriers|557|T|534053
173013|2101|Retired carriers|380|T|534053
173014|2101|Associate members|15|F|534053
173015|2102||0|F|534053
173016|2101|FIELD CONSTRUCTION MEMBERS|282|T|534056
173017|2101|SHOP MEMBERS|219|T|534056
173018|2102||0|F|534056
173019|2101|Apprentice|33|T|534061
173020|2101|Construction Electrician|16|T|534061
173021|2101|Journeyman Wireman|317|T|534061
173022|2101|Residential Wireman|3|T|534061
173023|2101|Master Panel Wireman|15|F|534061
173024|2101|A MEMBERS|287|T|534066
173025|2101|BA MEMBERS|140|T|534066
173032|2101|Full Share Members|1081|T|534084
173033|2102||202|F|534084
173034|2101|Sheet Metal Workers Labor Union Members|599|T|534085
173035|2101|Apprentices|54|F|534089
173036|2101|Journeyman|347|T|534089
173037|2101|Pensioners|126|F|534089
173038|2101|Honorary|60|F|534089
173039|2101|Military|2|F|534089
173040|2101|Early retired members|274|T|534090
173041|2101|50 year Honorary members|529|T|534090
173042|2101|Apprentice|467|T|534090
173043|2101|Journeymen|6036|T|534090
173044|2101|Retired members|899|T|534090
173045|2101|Contractor|4|F|534090
173046|2101|Called Military Service|7|T|534090
173047|2101|Section 50 disabled|280|T|534090
173048|2101|Pre-Apprentice|2|F|534090
173049|2101|Active|275|T|534128
173050|2102||0|F|534128
173051|2101|JOURNEYMEN|547|T|534135
173052|2101|APPRENTICES|184|T|534135
173053|2101|RETIREES|142|F|534135
173054|2101|ARREARS MEMBERS|32|F|534135
173055|2101|INDUSTRIAL|188|T|534135
173056|2101|REGULAR MEMBERS|1156|T|534155
173057|2101|APPRENTICES|197|T|534155
173058|2101|DISABLED MEMBERS|160|T|534155
173059|2101|EARLY RETIRED|137|T|534155
173060|2101|HONORARY MEMBERS|336|T|534155
173061|2101|MILITARY MEMBERS|4|T|534155
173062|2101|RETIREES|80|T|534155
173063|2101|MEMBERS IN ARREARS|130|F|534155
173064|2101|REGULAR CARRIER|2639|T|534165
173065|2101|PTF CARRIER|10|T|534165
173066|2101|RCA CARRIER|1363|T|534165
173067|2101|RETIRED CARRIER|792|T|534165
173068|2101|ASSOCIATE MEMBERS|30|F|534165
173069|2101|ACTIVE MEMBERS|7160|T|534183
173070|2101|Journeymen|424|T|534189
173071|2101|Apprentice|32|F|534189
173072|2101|Lifetime|173|F|534189
173073|2101|Honorary|57|F|534189
173074|2101|Probationary|1|F|534189
173075|2101|JOURNEYMEN|2916|T|534200
173076|2101|APPRENTICE|1069|T|534200
173077|2101|DISABLED|3|T|534200
173078|2101|RETIRED|88|T|534200
173079|2101|HONORARY|94|T|534200
173080|2101|ARREARS|502|F|534200
173081|2101|JOURNEYMEN|97|T|534202
173082|2101|APPRENTICE|29|T|534202
173083|2101|RETIRED|5|T|534202
173084|2101|ARREARS|57|F|534202
173085|2101|ACTIVE|2217|T|534207
173086|2101|ACTIVE EXTRA|4|T|534207
173087|2101|SENIORITY RETENTION|569|F|534207
173088|2102||0|F|534207
173096|2101|General Members who pay full dues|431|T|534217
173097|2101|Regular/Working Members|480|T|534222
173098|2101|Apprentices|61|T|534222
173099|2101|Early Retiree|28|T|534222
173100|2101|Section 50 Disabled|8|T|534222
173101|2101|Retired Memebrs|23|T|534222
173102|2101|Honorary Members|23|F|534222
173103|2102||0|F|534222
173104|2101|Individual members of unions, per capita paid on t|9650|F|534224
173105|2101|Union affiliate as member|25|T|534224
173108|2101|JOURNEYMAN|411|T|534229
173109|2101|APPRENTICES|31|F|534229
173110|2101|RETIRED|211|T|534229
173114|2101|EARLY RETIRED MEMBERS|118|T|534237
173115|2101|HONORARY MEMBERS|126|T|534237
173116|2101|MILITARY SERVICE MEMBERS|9|T|534237
173117|2101|APPRENTICES AND JOURNEYMEN|1670|T|534237
173118|2101|RETIRED OR DISABLED MEMBERS|202|T|534237
173119|2102||0|F|534237
173120|2101|ACTIVE|534|T|534239
173121|2101|APPRENTICE MEMBERS|17|T|534239
173122|2101|RETIRED|254|T|534239
173123|2101|HONORARY MEMBERS|128|T|534239
173124|2101|DISABLED|30|T|534239
173125|2101|MILITARY LEAVE|1|T|534239
173126|2101|A|700|T|534244
173127|2101|BA|630|T|534244
173128|2102||0|F|534244
173129|2101|AFFILIATED LOCAL UNIONS|10|T|534260
173130|2101|Apprentices|9|F|534261
173131|2101|Journeymen|138|T|534261
173132|2101|Honorary|30|T|534261
173133|2101|Lifetime Honorary|74|F|534261
173134|2102||0|F|534261
173135|2101|Electricians 6/30/2013|296|T|534262
173136|2101|JOURNEYMAN|537|T|534280
173137|2101|APPRENTICES|100|T|534280
173138|2101|RETIRED MEMBERS|145|T|534280
173139|2101|HONORARY MEMBERS|15|T|534280
173140|2102||0|F|534280
173141|2101|PIPEFITTERS|290|T|534282
173142|2101|PLUMBERS|98|T|534282
173143|2101|MECHANICAL EQUIPMENT SERVICE|25|T|534282
173144|2101|METAL TRADES|2|T|534282
173145|2101|APPRENTICES|34|F|534282
173146|2101|PIPEFITTERS & PLUMBERS NOT ELIGIBLE TO VOTE|25|F|534282
173147|2102||0|F|534282
173148|2101|JOURNEYMAN|980|T|534310
173149|2101|APPRENTICE|77|T|534310
173150|2101|RETIREE|149|T|534310
173151|2101|HONORARY|68|T|534310
173152|2102||0|F|534310
173156|2101|Active Members|239|T|534315
173157|2101|Retired|141|T|534315
173158|2101|Apprentices|55|F|534315
173159|2101|Journeyman|159|T|534316
173160|2101|Apprentice|26|F|534316
173161|2101|Honorary|37|T|534316
173162|2101|Retired|104|T|534316
173163|2101|Military|2|F|534316
173164|2101|JOURNEYMEN|718|T|534318
173165|2101|APPRENTICES|59|T|534318
173166|2101|RETIRED MEMBERS|121|T|534318
173167|2101|HONORARY MEMBERS|100|T|534318
173168|2102||0|F|534318
173169|2101|REGULAR MEMBERS|579|T|534320
173170|2101|RETIRED MEMBERS|123|T|534320
173171|2101|INJURED/OWCP|25|T|534320
173172|2101|Journeymen|169|T|534323
173173|2101|Apprentice|10|F|534323
173174|2101|Honorary|25|F|534323
173175|2101|Lifetime|101|F|534323
173176|2101|Journeymen|155|T|534324
173177|2101|Apprentice|9|F|534324
173178|2101|Lifetime|27|F|534324
173179|2101|Probationary|6|F|534324
173180|2101|FULL PAYING EMPLOYEES/MEMBERS|682|T|534333
173181|2102||0|F|534333
173182|2101|REGULAR MEMBERS|1259|T|534352
173183|2101|LIFE MEMBERS|343|T|534352
173184|2101|APPRENTICES|60|T|534352
173185|2101|Voting Members|242|T|534376
173186|2101|Journeymen|501|T|534378
173187|2101|Journeyman Engineer|222|T|534385
173188|2101|Apprentice Engineer|12|T|534385
173189|2101|Stationary|117|T|534385
173190|2101|Apprentice|134|F|534386
173191|2101|Journeymen|288|T|534386
173192|2101|Lifetime Honorary|119|F|534386
173193|2101|Honorary|38|F|534386
173194|2101|Probationary|57|F|534386
173195|2102||0|F|534386
173196|2101|Apprentice|45|F|534387
173197|2101|Active Membership|7920|T|534387
173198|2101|Executive Membership|0|F|534387
173199|2101|Inactive Membership|1695|F|534387
173200|2101|Honorary Membership|0|F|534387
173201|2102||158|F|534387
173202|2101|Public Service|789|T|534388
173203|2101|Retiree|8|T|534388
173204|2101|Member-Regular|1521|T|534389
173205|2101|Member-Apprentice|196|T|534389
173206|2101|Member-Retired|281|T|534389
173207|2101|Local Unions & Bldg Trades Councils 20,000 Members|68|T|534391
173208|2102||0|F|534391
173209|2101|JOURNEYMAN|955|T|534392
173210|2101|APPRENTICE|34|T|534392
173211|2101|RETIREE|138|T|534392
173212|2101|HONORARY|44|T|534392
173213|2102||0|F|534392
173214|2101|Journeyman Wireman|675|T|534393
173215|2101|Residential Wireman|1|T|534393
173216|2101|Apprentices|35|T|534393
173217|2102||0|F|534393
173218|2101|Machinist|15|T|534395
173219|2101|Wash & Burr Operator|7|T|534395
173220|2101|Tool Service Operators|3|T|534395
173221|2101|Welders|174|T|534395
173222|2101|Assemblers/Mechanical|168|T|534395
173223|2101|Blasters|6|T|534395
173224|2101|Trans Utility Workers|39|T|534395
173225|2101|EE Technician|10|T|534395
173226|2101|Maintenance Milwright|11|T|534395
173227|2101|Janitor|6|T|534395
173228|2101|Shop Clerks|20|T|534395
173229|2101|Painters|19|T|534395
173230|2101|CMM Machinery Inspectors|4|T|534395
173231|2101|Equipment Inspectors|7|T|534395
173232|2101|Fab Inspectors|7|T|534395
173233|2101|Test EW & SU|1|T|534395
173234|2101|General Assemblers|41|T|534395
173235|2101|EE Assemblers|53|T|534395
173236|2101|Doc Ship Assemblers|1|T|534395
173237|2101|Maintenance Welders|2|T|534395
173238|2101|Maintenance Helper|2|T|534395
173239|2101|Blaster/Painter Helper|2|T|534395
173240|2101|Journeyman plumbers and fitters|465|T|534396
173241|2101|Apprentices|190|F|534396
173242|2101|Retirees|223|T|534396
173243|2102||12|F|534396
173244|2101|Apprentice|13|F|534398
173245|2101|Journeyman|217|T|534398
173246|2101|Lifetime Honorary|74|F|534398
173247|2101|Honorary|36|F|534398
173248|2101|Military|3|F|534398
173249|2102||0|F|534398
173250|2101|Apprentices|154|F|534404
173251|2101|Journeymen|643|T|534404
173252|2101|Pensioners|279|T|534404
173253|2101|Honorary|153|T|534404
173254|2101|Military|1|F|534404
173255|2101|LOCAL 520|1203|T|534409
173256|2101|LOCAL 520A|288|T|534409
173257|2101|LOCAL 520 BAND C|214|T|534409
173258|2101|LOCAL 520 D|154|T|534409
173259|2101|LOCAL 520 RA|24|T|534409
173261|2101|ACTIVE|462|T|534437
173262|2102||0|F|534437
173263|2101|JOURNEYMEN|501|T|534441
173264|2101|APPRENTICES|13|F|534441
173265|2101|RETIRED MEMBERS|207|T|534441
173266|2101|PLUMBER JOURNEYMAN|168|T|534446
173267|2101|PIPEFITTER JOURNEYMAN|169|T|534446
173268|2101|APPRENTICES|68|F|534446
173269|2101|HVAC JOURNEYMAN|92|T|534446
173270|2101|METAL TRADES|1|T|534446
173271|2101|Dues paying members|1029|T|534447
173276|2101|JOURNEYMAN|424|T|534450
173277|2101|APPRENTICES|89|F|534450
173278|2101|RETIRED MEMBERS|103|T|534450
173279|2101|LIFE MEMBERS|85|T|534450
173282|2101|Retirees|278|T|534451
173280|2101|Journeymen|1045|T|534451
173281|2101|Apprentices|12|T|534451
173283|2101|Non-decertified Journeymen|6|T|534451
173284|2102||0|F|534451
173285|2101|Apprentice Members|18|F|534454
173286|2101|Journeymen Members|126|T|534454
173287|2101|Lifetime Members|95|F|534454
173288|2101|Probationary Members|7|F|534454
173289|2101|Honorary Members|6|F|534454
173290|2102||0|F|534454
173291|2101|Working member|1242|T|534455
173292|2101|Retiree|12|F|534455
173293|2101|Disabled|83|F|534460
173294|2101|Apprentice|280|F|534460
173295|2101|Retiree|255|F|534460
173296|2101|Honorary|237|F|534460
173297|2101|Regular|1906|F|534460
173298|2101|Military|7|F|534460
173299|2102||0|F|534460
173300|2101|JOURNEYMEN|628|T|534462
173301|2101|APPRENTICES|46|T|534462
173302|2101|RETIRED MEMBERS|27|T|534462
173303|2101|HONORARY MEMBERS|10|T|534462
173304|2102||0|F|534462
173305|2101|JOURNEYMAN IRONWORKERS|258|T|534465
173306|2101|APPRENTICE IRONWORKERS|38|F|534465
173307|2101|HONORARY IRONWORKERS|27|F|534465
173308|2101|LIFETIME HONORARY IRONWORKERS|42|F|534465
173309|2101|PROBATIONARY IRONWORKERS|0|F|534465
173310|2101|MILITARY MEMBER|1|F|534465
173311|2101|Dues Paying|717|T|534475
173312|2101|Electricians|1647|T|534480
173313|2101|Telecommunications|300|T|534480
173314|2101|Residential|14|T|534480
173315|2101|Lightning Protection|9|T|534480
173316|2101|Construction Electricians|28|T|534480
173317|2101|Regular Carriers|2206|T|534481
173318|2101|PTF Carriers|2|T|534481
173319|2101|Relief Carriers|1033|T|534481
173320|2101|Retired Carriers|896|T|534481
173321|2101|Associate Members|10|F|534481
173322|2101|FEE PAYERS|170|T|534488
173323|2101|"A" MEMBERS|1483|T|534490
173324|2101|"BA" MEMBERS|820|T|534490
173325|2101|PIPEFITTER JOURNEYMAN|363|T|534494
173326|2101|PIPEFITTER REFRIGERATION JOURNEYMAN|61|T|534494
173327|2101|PLUMBER JOURNEYMAN|187|T|534494
173328|2101|STEAMFITTER JOURNEYMAN|13|T|534494
173329|2101|STEAMFITTER PIPEFITTER JOURNEYMAN|2|T|534494
173330|2101|BUILDING TRADES APPRENTICE|30|F|534494
173331|2101|MECHANICAL EQUIPMENT SERVICE TRADESMAN HELPER|4|F|534494
173332|2101|1MECHANICAL EQUIPMENT SERVICE TRADESMAN JOURNEYMAN|1|T|534494
173333|2101|MECHANICAL EQUIPMENT SERVICE APPRENTICE|18|F|534494
173334|2101|MECHANICAL EQUIPMENT SERVICE JOURNEYMAN|55|T|534494
173335|2101|MECHANICAL EQUIPMENT SERVICE SERVICEMAN JOURNEYMAN|40|T|534494
173336|2101|JOURNEYMAN|1214|T|534497
173337|2101|APPRENTICES|411|T|534497
173338|2101|HONORARY MEMBERS|113|T|534497
173339|2101|LIFETIME MEMBERS|396|T|534497
173340|2101|Journeymen|894|T|534501
173341|2101|B-Book|11|T|534501
173342|2101|Officers|25|T|534501
173343|2101|Apprentices|137|F|534501
173344|2101|Retirees|425|T|534501
173345|2101|Life Members|122|T|534501
173346|2102||0|F|534501
173355|2101|MECHANICS|536|T|534534
173356|2101|APPRENTICES|48|T|534534
173357|2101|HELPERS|39|T|534534
173358|2102||0|F|534534
173359|2101|Regulars|1650|T|534561
173360|2101|Relief carriers|849|T|534561
173361|2101|Retirees|880|T|534561
173362|2101|Associates|15|F|534561
173363|2101|Full Dues|482|T|534563
173364|2101|Per diems|21|T|534563
173365|2101|JOURNEYMAN|455|T|534565
173366|2101|APPRENTICE|20|T|534565
173367|2101|RETIREE|152|T|534565
173368|2101|HONORARY|32|T|534565
173369|2102||0|F|534565
173370|2101|JOURNEYMAN|441|T|534567
173371|2101|RETIRED|197|T|534567
173372|2101|HONORARY|84|T|534567
173373|2101|APPRENTICE|31|T|534567
173374|2102||0|F|534567
173375|2101|JOURNEYMAN|650|T|534568
173376|2101|APPRENTICE|21|T|534568
173377|2101|RETIREE|241|T|534568
173378|2101|HONORARY|133|T|534568
173379|2102||0|F|534568
173380|2101|REGULAR MEMBERS|523|T|534570
173381|2101|RETIRED MEMBERS|24|T|534570
173382|2101|EMPLOYER MEMBERS|17|F|534570
